Gene_1	Gene_2
RP11-432M24.3	RP11-57G10.3
HIST2H2BE	YDL074C
NUB1	TERF1
HSPC057	TNFRSF1A
RP11-575L7.1	WWP2
DNAJB4	PP1158
CCT7	RPS6KB2
PRKCB	TERF1
APP	HDCMA18P
HUSSY-27	UHRF1
EGFR	RP11-82L18.3
APP	KIFC3
EIF2S2	RP1-130E4.1
PP3971	RP1-154G14.1
DNAJB1	MLF2
AC002059.7	RP5-1033B10.18-010
PCGF6	ZKSCAN1
CLK1	RP11-314N13.7
BOLL	RBPMS
PP8000	SCLY
APP	HPGD
AL022311.1	MCM2
WDR5	ZZZ3
AC002059.7	DYNLL2
CUL3	PSEC0263
UCHL1	USP28
ERBB2	KPNB1
APP	RPL41
RBFOX1	RNF25
DKK4	LRP5
PP9092	RP1-130E4.1
CDC20	GMNN
DNAH9	SRPK2
Hoxa1	SPRY1
HIST3H3	KAT5
APP	RP11-544M22.5
CUL3	RPL26L1
PCNA	TPI1
APP	PDZD9
CSNK2A2	YDR005C
ATXN1	CDK6
Hoxa1	PDCD6IP
DDX50	KRAS
CHUK	PSG1
HIST2H4B	RP3-330O12.3
MCM2	PSMD2
ANKRD13A	RALB
HIST3H3	RP3-510H16.1
RAD51	RP1-199H16.4
APP	TBC1D10C
RP1-85F18.1	RP11-244N9.4
RP11-62C3.1	UBC
SRPK2	TMSB10
NR1D1	RP3-339A18.4
DCAF16	RP4-758J24.3
PHC2	PRPF31
PSEC0263	RP3-330O12.3
CUL3	RP11-536C5.4
NLGN3	OR1F12
EGFR	HNRNPH1
CHD3	KIF15
RP3-339A18.4	UBE2D3
EGFR	TMEM97
AC002059.7	GMNN
AC002059.7	TRIM37
RP11-401E9.1	RP3-330O12.3
APOBEC3C	TRAF3
FARP2	RP1-5O6.1
THNSL1	UNQ469/PRO828
DGKI	VHL
L19	RP1-154G14.1
ACTR1B	CCT7
RAD51	RP23-263M10.8
PTMA	RP1-85F18.1
HNRNPF	RP1-20N2.3
CSNK2A1	Dnm1l
RP11-24B19.2	ZNF592
MCM7	RP11-101K10.6
RP11-159J2.3	YWHAE
RP1-154G14.1	SYK
KRAS	MAPK1
GS1-120K12.1	RPS6KA4
APP	PAGR1
RP11-187B3.1	TCHP
C7orf60	RP1-5O6.1
CSNK2A1	RP11-348N5.4
CUL3	NLRP1
HAS1	MCM2
RP11-71J12.1	SUZ12
EEF2	ZNF746
HIST3H3	MMS22L
FAM115C	KRAS
DZIP3	HOTAIR
CUL3	HIST1H4B
OK/SW-cl.82	RP11-391H12.1
GS1-120K12.1	ZNF346
RP11-354A16.1	YTHDC1
EIF3B	RP3-330O12.3
HSPC057	RPS2
RP3-407F17.2	SERPINA4
PCNA	tcag7.704
HOXA1	KRT31
GS1-120K12.1	PHC1
HIST1H1T	MCM2
PELP1	RP11-383C12.1
AD-006	GLUD1
RECQL4	RP11-57G10.3
EGFR	PIK3R2
CLK3	KRTAP10-3
HSPC057	OK/SW-cl.32
MCM2	SRP68
APP	ELF2
CCT6A	RP1-117P20.4
CRY2	DNAJC7
APP	PRO2134
APLF	HIST3H3
MSTP158	WDR36
RP11-173P16.1	XPO7
CEBPA	RP5-905H16.1
MCM2	RPL10L
MSTP070	RP11-575L7.1
JM11	NDUFS1
DZIP3	RP11-176F3.4
RP4-683H9.1	RPS27A
CDKN1B	UBC
EGFR	RP3-339A18.4
CHD8	PP1596
CLK3	RP4-657D16.2
PBK	RP4-769N13.1
RP3-339A18.4	VAMP2
RBBP8	UBC
AKAP8	GS1-120K12.1
CRY2	PRO2640
APP	UBB
MSTP028	UBXN7
RP3-330O12.3	VPS4A
ANKRD35	SRPK2
APP	PTPN2
CSNK2A1	HECW2
RP11-631M21.2	XCL1
NTHL1	SRPK2
CSNK2A2	SRRM1
AC002059.7	AD029
EIF3G	ICAM1
HIST3H3	SETD7
RP1-154G14.1	ZNF746
CALM1	PIG4
HMCN2	SRPK2
HES1	RP1-5O6.1
CSNK2A1	H2AFX
CCT2	CUL1
CUL3	RP11-185C18.1
HSPC057	NOP2
EGFR	WBP2
AUP1	RP3-330O12.3
HDAC5	HIST3H3
BCOR	SATB2
ICAM1	RP11-269F19.3
CUL3	GTF2I
AC002059.7	FXR2
RANBP9	UBC
EFTUD2	RPAP1
CT7-315N12.1	DNAJB1
UBC	YDL192W
CTPS1	MCM2
MCM2	MLEC
RP11-181E22.3	SRPK2
CUL3	RP1-108C2.3
KCTD7	UBC
PP8000	RP11-496N12.7
PP239	RP1-130E4.1
GMNN	POTEB3
MYCN	RP3-339A18.4
ICAM1	RP11-216B9.3
RP11-353C18.2	WWOX
PINK1	RP1-154G14.1
PRPF31	TAF10
RP1-130E4.1	hCG_1980470
DN-393H17.5	ZWINT
AHCYL2	PP239
FGFR2	PPM1A
CUL5	RBM3
PCNA	TFAP4
HIST3H3	KIF2A
DNAJC7	MCM2
CHD4	ZNF524
NUDCD2	UBA3
APP	HOMER3
FOXO1	YWHAQ
HSPB1	RP3-339A18.4
CUL3	ME1
HIST3H3	KAT2B
CUL3	OK/SW-cl.21
RP1-3J17.2	ZNF746
APP	HSPC302
UBC	YDL215C
CUL3	DHX15
PRKAR1A	UBC
CTSZ	RP3-330O12.3
CUL3	SMN2
CDC37	RP5-885L7.2
HSPC057	RPL29
PCNA	RP11-260L6.1
EGFR	PSEC0098
MORC3	UBC
RP11-187B3.1	TP53BP2
CARD8	CHD8
CEBPA	MYC
RP11-298E9.2	RP3-330O12.3
CCT6B	MLST8
MCM2	RSF1
HIST2H2BE	RP11-228B15.5
CUL3	HKMT1188
SAMD4A	YWHAE
RP11-1114A5.1	SF3A2
EIF4A3	RP3-339A18.4
GS1-120K12.1	NOTCH1
PRPF8	SRPK2
CCT2	TUBA3E
RP11-535C21.1	RP11-536C5.3
BAG3	CCT7
HIST2H2AC	RP11-716A19.5
CITF22-45C1.4	RP11-307C12.1
MCM2	YTHDF2
CEBPA	VDR
UBC	UNQ374/PRO710
RFWD3	RP24-143D17.2
CBX8	RP1-85F18.1
HSPC263	ZNF746
CD81	RPLP0
CDK1	RP3-330O12.3
CSNK2A1	RP11-325E14.4
CUL3	LRRC7
EZR	RP11-173P16.1
RP11-216B9.3	TERF1
SAMSN1	YWHAQ
GS1-120K12.1	SUGP2
AC002059.7	RP3-375P9.1
CTTNBP2	TCP1
UBC	YJL123C
NUDCD2	RP5-908M14.8
AC002059.7	RPSAP18
FARSA	HSPC057
APP	RP5-852M4.5
BCAS2	GS1-120K12.1
CEBPA	RP11-125A15.2
RP11-443G18.6	ZNF746
APP	HAGH
HSPC057	SPATA2L
RP3-370M22.1	YWHAE
MCM2	PIG40
RP3-447F3.1	UBC
MATR3	WWOX
KPNB1	NUP85
CSNK2A1	HSPC262
C17orf85	SRPK2
CCT6A	EHD2
NUDT21	RP1-130E4.1
RP11-393H10.1	SOD1
CUL3	MRPS27
KHDRBS3	YTHDC1
PIAS3	RP11-383C12.1
HSD14	RP11-307C12.1
POTEF	ST8SIA1
RIN1	SMAD2
RP1-85F18.1	RP13-1021K9.1
FKBP4	RP1-130E4.1
APP	SRP19
DN-393H17.5	PPL
CLK3	RP11-426L16.2
RP11-328N1.1	RP11-536C5.3
CGI-46	RP3-339A18.4
DAZAP2	HSPC189
MCM2	SEC24B
EGFR	RP11-205M9.1
FKBP4	RP11-383C12.1
KPNA2	MCM2
CCT6A	UQCRC2
GS1-120K12.1	RP1-3J17.2
PCBD2	XBP1
HSPC057	RP11-196G18.20-002
RP3-330O12.3	UBB
PCNA	PPP1CC
RAD51	RP1-224A6.5
APP	DC12
CCT6A	RAP2C
ASCL3	Tcf12
GPS1	RP11-391H12.1
SUZ12	TM7SF2
RP11-383C12.1	USP10
ATXN1	PRR20A
EGFR	TUBA4A
RP11-536C5.3	XRCC5
GMNN	HDAC11
RP3-417I1.1	UBC
RP5-1166H10.3	UBC
RP1-130E4.1	RP5-1113E3.1
RP1-66H14.1	TUBA3C
GS1-120K12.1	XPO1
RAD51	RP5-875J14.1
GS1-120K12.1	SEC11A
PRDX2	YWHAZ
AC002059.7	RPLP2
Pafah1b3	RP11-173P16.1
AHCYL2	RP11-426L16.6
IGF2BP3	RP3-330O12.3
CEBPA	DBP
CD81	PTGFRN
CLK1	TLN2
RP11-391H12.1	WSB1
CALM1	SYK
AD-006	RP5-845O24.4
PPM1A	PRKCA
CUL3	RP11-526D20.2
NFATC1	RP1-85F18.1
FOXK2	USP47
EGFR	PIG4
RP4-675E8.4	SMAD3
CCT5	NEDD1
APP	SULF1
MRPS6	RBM3
KRAS	RP3-370M22.1
CGI-16	EGFR
RP11-354A16.1	RP11-536C5.3
KLC2	YWHAQ
UBC	YPL218W
HYOU1	RP3-330O12.3
CCNB2	HIV1gp5
Hsph1	MTNR1B
YWHAG	YWHAQ
EEF1B2	VHL
Rnf4	UBC
ARID2	VHL
CHD4	SUZ12
STK16	VHL
CBX4	YWHAE
TNFRSF1A	UCHL1
COPA	SUZ12
HNRNPH1	VHL
BRE	EGFR
HNRNPAB	MCM2
GS1-120K12.1	RP1-267P19.1
ASNA1	RP3-339A18.4
RP5-1126H10.1	SRPK2
HDLBP	WWOX
CUL3	RP11-767N6.6
BRF1	UBC
HIF3A	VHL
CETN2	RP11-443G18.6
CSNK2A1	RSF1
CKB	POC1A
RP11-168F9.1	YWHAQ
APP	TP53TG5
RP4-790G17.1	UBC
CCT7	RP11-111L24.5
CCT4	ICAM1
KPNB1	RP11-167N5.2
CCDC33	PIN1
COPS5	TUBA4A
AC002059.7	tcag7.1085
DNAJB4	SMAD3
PRPF31	RP6-191P20.2
KRT24	RP11-391H12.1
RP3-330O12.3	STK38
HSPC057	MGEA5
OK/SW-cl.3	YWHAE
APP	NDUFA2
TCP1	TSSC1
AC002059.7	RPL31
PPM1A	UNQ598
HSPC130	UBE3A
CETN3	RP11-96K19.1
CUL3	EXOSC5
CCT2	METTL21B
AES	NAB2
GS1-120K12.1	RP11-396C23.1
AMFR	UBXN7
PHC2	SMAD3
RP11-115D7.1	RP5-1068B5.2
RP4-635E18.2	VHL
APP	NAPG
KPNB1	MSTP054
GS1-120K12.1	MDS029
APP	TRMT2A
CRY1	YWHAQ
FBL	SUZ12
CEBPA	FUT1
METTL21B	RP11-631M21.2
HDAC3	PRDM6
AQP2	UBC
CCT2	WDR83
PMS1	PSD2
COPB2	RP3-330O12.3
COPS8	PRPF31
DAAP-66K18.3	HIST3H3
ASB3	SATB2
CCNH	MCM7
Ptpn12	RP11-307C12.1
DADB-87H23.3	RP11-756A22.2
MAP1S	UNQ3002
APP	RP1-92O14.5
RP1-130E4.1	TOPBP1
CDC73	YWHAQ
CSNK2A2	PRMT1
RP11-375E1__A.3	RP11-383C12.1
CUL3	DAAP-285E11.4
IFI16	RP11-391H12.1
RP11-536C5.3	RPL17
RP3-330O12.3	SPCS2P4
AD-006	COPS8
PCBD1	RP11-391H12.1
CUL3	WDR5
RP4-533D7.1	SRPK2
APP	RP11-182N22.6
ATXN1	TCTA
ICAM1	MSTP030
SF3A1	SUZ12
MCM2	RP11-375E1__A.4
C6orf141	TBL1X
CCT4	IRAK1
NDUFS1	RP11-356I2.3
HSD33	RP3-330O12.3
PRMT2	RP1-154G14.1
FBXL18	NOTCH2NL
PRDX2	RP11-348J12.4
CCT5	PCK1
HSPC057	RPSA
CUL3	GMPS
SP1	TUBB4A
CCT5	FBXO25
RP11-203D19.1	SNRPG
AC002059.7	HMBS
KHSRP	MCM2
APP	RP11-413M3.3
ADH7	UBC
Chaf1a	RP11-391H12.1
EIF3B	ICAM1
RP1-139D8.5	RP1-85F18.1
DAQB-147D11.1	VHL
SRY	Xpo4
RP11-443G18.6	RP13-46G5.1
CUL3	RBM28
BTBD1	CUL3
CSNK2A1	TNP1
EGFR	PPP5C
HT005	UBC
RBM3	RP5-1198E17.5
PTGS2	RP11-391H12.1
RP5-1119A7.17	SRPK2
CCT6B	SEPT12
PCDH1	SMAD3
NUDCD2	RP1-286D6.4
PRKCD	RP1-85F18.1
ANKRD13D	UBC
CIRBP	GS1-120K12.1
COPS8	Cul3
SMAD3	SOX9
CPNE3	POT1
MSTP029	RP3-330O12.3
ATXN1	ILVBL
SLC9A1	YWHAQ
AC002059.7	C19orf57
CUL3	KRT85
HAUS1	RP11-187B3.1
ITGA4	MCM2
CSNK2A2	RP5-836J3.2
NAGK	SMAD2
RP11-443G18.6	TSSC1
GMNN	MCIDAS
CUL3	HOOK3
RNF165	UBC
CHAF1A	MGC53867
APP	COPS5
CTA-250D10.14-005	SP1
PIK3R2	RP1-130E4.1
CCT2	WWP2
PRO1608	RP11-57G10.3
SIRT2	TUBA4A
RP3-343K2.2	ZNF746
NCOR1	RP11-505F3.5
APP	RP11-314N13.2
RP11-178C10.1	UBC
TRIM24	ZNF331
HIST3H3	KDM5A
BM-011	CSNK2A2
CRY2	MCM7
NUDCD2	TPM1
RP1-130E4.1	RP3-357D13.2
GMNN	RUNDC3A
CCT5	PSMB1
PEAK1	RP11-307C12.1
INSR	RP11-307C12.1
LIMCH1	RP11-187B3.1
RP11-261P4.6	RP11-391H12.1
APP	S100A8
GS1-120K12.1	SF3B1
TERF1	TRMT1
AC002059.7	DENND2A
RP11-228B15.5	SMAD3
HSPC057	RAB3D
KPNB1	RP5-1055C14.2
ATXN1	PP2500
RP11-96K19.1	RP4-614O4.1
PP8000	VGLL4
INPPL1	RP11-307C12.1
CCT2	GRB2
RP11-382A12.1	SP1
APP	BAIAP2
RP11-383C12.1	RP11-510N19.1
DDX5	MCM2
CRY2	NCL
Cd3e	RP11-307C12.1
RNF219	RP23-33N15.1
CCT5	RP23-446O17.1
EGFR	OK/SW-cl.75
PRIM1	RP11-541N10.2
ANXA2	WWOX
MYBL2	RP1-85F18.1
ATG9A	UBE3A
FOXK2	PSIP1
CALM1	Ppp1cb
MAPK9	RP1-5O6.1
FOXK2	TMF1
APP	DRAP1
RP3-339A18.4	USP4
POC1A	TOP3B
RP11-11N7.3	VHL
AP2M1	CUL3
CUL3	RPS28
EGFR	TNPO1
HNRNPF	HSPB1
OBSL1	YWHAQ
GS1-120K12.1	ZNF614
SRY	Tcf12
Wwtr1	YWHAE
CSNK2A1	hCG_25181
QPRT	RP11-203D19.1
APP	HOMER2
CCT4	CUL1
APP	RP11-207C11.3
RP11-391H12.1	RPL23A
Hnrnpf	LMNB1
PC	ZNF746
CCDC8	UBC
PSMC6	RP3-339A18.4
MCTS1	YWHAE
APP	UBE2G1
ICAM1	RP11-631M21.2
CUL3	SEC24A
C1RL	RP3-330O12.3
KRAS	RP4-791M13.2
AC002059.7	COPS6
CBX2	DIS3L2
CANX	EGFR
CUL3	HSPC200
DAAP-200B17.5	UBC
ICAM1	SNRPD3
CSNK2A2	RPA3
EIF2B4	RP11-536C5.3
DNAJA2	SAP25
APP	SYVN1
ENO1	QRICH1
PP8000	RP11-379C10.2
CALM1	RP23-193M19.1
HSP90AB4P	RP11-540N4.1
CSNK2A1	RP1-108C2.3
RP1-5O6.1	RP4-614O4.7
ANTXR2	SMAD2
UBC	YHR107C
AL022311.1	GS1-120K12.1
RP11-536C5.3	RPL31
CUL3	RP11-443G18.6
SNRNP200	WWOX
CCT2	RAP2C
KPNB1	SMAD2
GRIP1	RP5-1181N3.2
CUL3	FXR2
DAAM1	RP1-154G14.1
Akt2	DRC1
KRAS	SEC14L3
RBM14	SUZ12
MAP3K11	PIN1
FOXK2	HDAC2
BOLL	RP1-41P2.9
MCM7	UNQ374/PRO710
EPN3	HUSSY-27
ERC1	SRPK2
ANKHD1-EIF4EBP3	RP11-98D18.11-001
RP11-187B3.1	hCG_2030155
EGFR	RAB1A
NSMAF	TCP1
EGFR	ZFR
EGFR	GPR149
CUL3	HIST1H4A
CHD8	RCHY1
CCNA2	RP23-92G13.2
KPNB1	RP11-544A12.7
RP11-187B3.1	TBC1D31
CALM1	KIAA1683
RP3-339A18.4	SRSF2
MED12	QKI
CCT7	PPP2R2B
SMAD2	SYT1
DPYSL2	NUFIP1
MCM2	MPP3
CCT7	RP23-12I13.1
RP11-730A19.1	UBC
RP1-164F3.2	RP5-1068B5.2
DN-393H17.5	NDC80
CLNK	WWOX
XPO1	YWHAE
OGT	RP3-407F17.2
KLHL23	RP11-575L7.1
RP11-63L7.3	SRPK2
FOXI2	SATB2
RP3-417M14.3	RP5-1167H4.1
AC002059.7	TRAF3
NUDC	POT1
APP	FERMT3
GS1-120K12.1	PIG19
ARRB2	CUL3
CALM1	RP4-682C21.1
PCNA	SMARCAD1
CHD3	RP5-975D15.1
RP1-85F18.1	SPIB
DAAP-21F2.7	GS1-120K12.1
CSNK2A2	RP4-758J18.1
POT1	THRAP3
CLK1	Rab11fip1
CRY1	TCP1
HIST3H3	SPCC1281.02c
MYL12B	YWHAQ
KB-152G3.1	ZNF746
POT1	Terf1
MYC	PDZD2
CCT7	Kif21b
CCT7	Strn3
AHCY	DN-199E5.2
KPNB1	NUP107
APOBEC3C	SHBG
FBXL18	TRAF1
APP	HSPC322
EGFR	RP11-125A15.2
POTEF	WNT5A
OXCT1	UBXN7
UBC	YHR104W
ATXN1	HSPC096
POT1	SFPQ
FASN	RP3-330O12.3
SAP25	SEH1L
IKZF5	RP11-187B3.1
DNM2	RP11-307C12.1
CTA-215D11.1	VHL
EGFR	GSTP1
APP	UNQ243/PRO276
ALKBH3	KRAS
RP1-130E4.1	WIPI1
DNAJB4	LL22NC03-65D1.1
PSTPIP2	RP11-307C12.1
CALM1	PCNT
HDAC3	RP11-174I10.1
HSPC292	KRAS
RPLP2	SRPK2
KPNB1	UBC
Atp2b4	CALM1
APP	RNF115
KLK9	RP1-130E4.1
UBC	YDR372C
RP3-339A18.4	SRP14
NOL3	POT1
TUBA3C	ZNF416
LIG1	PCNA
HDAC3	tcag7.1178
RBFOX1	RBFOX1
DN-199E5.2	SLX4
UNQ2538/PRO6079	XPO4
CCND1	MCM2
KPNB1	RP11-343H5.1
KPNB1	RP1-132F21.1
TLE2	TLE2
HSPA8	RP11-307C12.1
CUL3	SPATA5L1
HNRNPF	MCM2
C19orf26	CACNB3
NIT1	TUBA4A
KHDRBS1	RP11-575L7.1
AKT2	RACGAP1
RP1-111D6.3	RP1-130E4.1
RP6-213H19.1	YWHAE
TCP1	UNQ2441
HTT	RP23-63E8.1
ARHGAP32	DZIP3
CCT6A	PRKY
UBC	YMR183C
PPP4C	RP11-443G18.6
APP	RP6-59H18.1
UBC	YMR261C
PCNA	RP11-540B6.6
NSUN2	UBE3A
CALM1	PCK1
POTEF	SERTAD4
Poc1b	RP11-575L7.1
NCOR2	RP5-1181N3.2
PP8000	TMSB4Y
HDAC3	RP5-1137F22.1
CCT6A	RP11-55K22.6
NCOR1	RP1-293L8.3
NSD1	UNQ437/PRO868
RP1-130E4.1	TRAF3
CNTF	VHL
MON1A	RP3-407F17.2
IL6ST	RP11-307C12.1
CDC7	MCM2
CCNB2	DDX3Y
HIST3H3	PHC2
RP1-20C7.3	RP1-5O6.1
KLHL33	TCP1
HIST3H3	MDM2
APP	RP11-498P10.1
RP1-64K7.1	YWHAQ
GS1-120K12.1	MAPKAPK3
ATF2	HUSSY-27
GNS	RP3-330O12.3
KHDRBS1	UBC
MED13	QKI
ASB10	UBC
LGMN	RP3-330O12.3
APP	FLCN
MCM2	RP11-173P16.1
APP	ASGR1
NR3C1	RP1-85F18.1
CLK1	SLC35D3
CALM1	Nos1
COPS5	KRAS
CALM1	RP11-352E13.1
RP11-540N4.1	UBB
AHCYL2	DADB-70P7.2
KRAS	RP11-569D9.4
APP	LA16c-313D11.6
CSNK2A1	WEE1
PPP2R3A	RP1-130E4.1
UBC	YGL058W
UBC	YMR145C
RP3-330O12.3	RP3-337O18.1
PC	RP11-443G18.6
OK/SW-cl.121	VHL
APP	NDUFS2
UBC	YIL041W
KPNB1	LCOR
RP11-573G6.1	RP23-458A23.7
AAMP	RP11-348N5.4
DDX5	RP11-391H12.1
CCT5	SSSCA1
CSNK2A1	RPLP0
METTL23	UBC
EPO	RP1-85F18.1
GS1-120K12.1	SRSF3
COPA	GS1-120K12.1
ANKHD1-EIF4EBP3	FGFR1OP
BM-015	COPS4
RP11-74C1.3	YWHAQ
MAP3K1	VHL
AC002059.7	RIOK2
AP2M1	UBC
APP	NEFL
LSM4	WWOX
PRKDC	RP11-383C12.1
RP11-24B19.2	VWA9
RASGRP1	VHL
CCT2	Strn3
APP	ITGA6
RP1-130E4.1	RP11-125A15.2
PTPN4	YWHAQ
RAP2C	TCP1
CUL3	WDR48
PRPF31	XPO1
RP5-1172N10.4	TERF1
HIST3H3	TAF8
KCMF1	KRAS
APP	SLC38A2
E2F1	YWHAQ
KIF2A	RP1-5O6.1
CCT6A	HCFC2
NUP98	RP3-330O12.3
RP3-407F17.2	USP18
WWOX	YWHAZ
RP23-242K15.15-003	SMAD3
AC002059.7	HERPUD1
HADHA	MCM2
RP3-330O12.3	RPLP2
CCT5	SIRT7
LA16c-313D11.6	NUDCD2
RANBP9	SMAD2
UBC	UBE2L3
APP	C9orf142
CSNK2A1	DNAJB2
PSEC0121	RP3-330O12.3
RP3-339A18.4	RPL4
RP3-330O12.3	TUBA1B
CCND1	RP5-1112D6.1
SLAIN2	YTHDC1
RAB27A	RP3-330O12.3
FBXW7	HSPC057
ARRB2	CSNK2A2
RP11-165I9.5	WWOX
APP	BCL2L11
UBC	YMR217W
UBC	YFL005W
CGI-09	RP5-885L7.2
MCM2	SLC25A11
CGI-46	CHD4
MSTP053	NUDCD2
CHD4	PCNT
HBP1	RP1-85F18.1
POTEF	RP11-422P24.3
HSPC303	KRAS
CTD-2522E6.5	HSPC057
RP11-57G10.3	RP11-807G9.1
FAM175B	UBC
CUL3	KLHL26
AHNAK	EGFR
FOXK2	RP3-353H6.2
PRPF31	RBMY1F
FOXP2	PIN1
RFC3	RP3-330O12.3
RP1-130E4.1	RP11-145J3.1
CSNK2A1	RNF113A
APP	PPARG
CNTN2	EGFR
PPP2CA	VHL
HUSSY-27	IRF9
EIF2AK3	HSPC244
CCT7	HSD5
CUL3	SNRPA1
CHD4	RP5-890O15.1
ITSN2	RABEP1
RP11-203D19.1	SERPINB9
AHCYL1	SEC24A
CUL3	RP4-583P15.2
A2M	APP
AC002059.7	ZNF165
DN-393H17.5	RP1-267P19.1
RP1-85F18.1	RP11-529H20.5
BRWD1	RP11-391H12.1
GS1-120K12.1	YTHDF2
MALT1	RP1-154G14.1
HSPC057	PRDX2
CUL3	IKBKB
NCOR1	PPARD
IQSEC1	WWOX
TNFAIP8	YWHAE
APP	TCN2
IPO8	ZNF331
DZIP3	UBE2D2
RP13-26D14.3	YWHAE
CUL3	OR2T35
CUL3	RP1-14O9.1
HLC7	SUZ12
RP5-1068B5.2	STYXL1
HIST2H2BE	RP11-216N14.6
CCT4	OK/SW-cl.48
EGFR	RP11-62C3.1
G3BP2	UBC
RBM3	WDR74
CHEK1	RAD51
DN-393H17.5	GCC1
RP5-823N20.1	SRPK2
Ppp2r1a	RP11-24B19.2
RP1-130E4.2	SUZ12
MAP1S	UNQ1912/PRO4371
CCT4	TUBG1
CALM1	RP11-810O3.1
LEF1	TLE2
CCT6A	MAPK8
DHX30	GS1-120K12.1
APP	HEYL
AHCYL2	RP11-535C21.1
RP11-255E17.1	RP11-57G10.3
RP11-57G10.3	USP22
ETV4	SMAD2
RP11-443G18.6	RP23-145E1.5
UCP3	YWHAQ
ADRB2	UBC
FOXO1	RP1-130E4.1
HNRNPA2B1	UBC
SMAD2	SNRNP70
RP11-24B19.2	RP4-547C9.3
TERF1	TNKS
FKBP8	RP11-391H12.1
IFI16	YTHDC1
CUL3	KRT9
CHUK	SMAD2
HSPC057	KRT34
ADNP2	DN-199E5.2
ATG14	GS1-120K12.1
CBX4	GS1-120K12.1
A4GNT	POTEF
CCT6A	IRAK1
HSPC057	OK/SW-cl.26
AURKB	HIST3H3
C1QBP	CEBPA
DKC1	SUZ12
EGFR	EMC3
APP	HSD10
APC	TUBA4A
ANKRD11	RP23-328F3.2
DIP2A	EGFR
NCOR2	TNIK
CDK2	RP11-443G18.6
CCNB2	CDK7
GS1-120K12.1	RP3-475B7.2
PCGF6	PSME3
MAPKAPK2	RP11-307C12.1
RP1-154G14.1	RP5-852M4.4
HSPA5	MCM2
RAD51	SHFM1
APP	ARL4C
MCM2	RP11-380J17.2
RP11-391H12.1	RPL4
SPECC1L	UBC
ACHE	APP
ADRB2	RP11-575L7.1
CD81	GIG2
HNRNPDL	VHL
KRAS	MLF2
CTA-215D11.2	UBC
AC002059.7	UBFD1
PAICS	WWOX
EGFR	PLAA
ATXN1	R3HDM2
MCM2	RAB21
HERC3	UBC
RP11-575L7.1	YWHAQ
KPNB1	PSEC0245
CARD11	RP1-154G14.1
SOCS5	UBC
ARRB2	RP11-575L7.1
CDH1	YWHAE
BCLAF1	SUZ12
FOXK2	KMT2D
CSNK2A1	ZC3H8
DDX21	SRPK2
GS1-120K12.1	POLD1
RP3-330O12.3	SNORD24
PIAS3	SMAD2
GPLD1	VHL
CUL3	RP11-48C7.3
APP	RP6-213H19.1
RP5-876B10.3	UBC
CALM1	MYO7A
HSP90AA1	RP11-383C12.1
UBC	YMR116C
APBB1	APP
TCOF1	UBC
AC002059.7	RP11-573G6.1
APP	SH3GL2
APP	BOD1
HNRNPF	RP11-391H12.1
RP11-307C12.1	tcag7.1075
RP1-85F18.1	TCF12
APP	DC6
H2AFX	YWHAE
ATP1A3	CRY2
FOXN3	SRPK2
EGFR	UNQ175/PRO201
Hoxa1	PBX1
ATP12A	HS2ST1
CHD3	XRCC4
CUL3	YBX3
MRPL13	NDUFS1
NAA10	UBC
TRIM65	UBE3A
Cxxc1	WDR5
NUDCD2	PLP2
POT1	POT1
BUB3	CCT7
CALM1	GRK4
GS1-120K12.1	SMN1
MIEN1	NLGN3
NTRK1	SRPK2
CCT7	NEDD1
PRO1512	RP11-307C12.1
EGFR	STAT5B
CBX2	RYBP
CUL3	PSMC1
RP3-330O12.3	RPS20
CDYL2	HIST3H3
RP11-575L7.1	RPS6KB2
HOXB5	RP11-57G10.3
RP11-739N20.5	UBC
CCT7	DES
PP624	RP5-1068B5.2
HDAC3	SAP30L
HUSSY-27	RBM42
PRMT1	TERF1
DNAJB4	TGS1
CSNK2A1	RP11-432J22.3
EGFR	TECR
NAP1L4	RP1-130E4.1
DNAJB1	HSPA6
NCOR2	RP5-1167H4.6
PSMC3	RP3-330O12.3
UBC	YIL148W
RP11-269C23.2	RP11-96K19.1
HK2	RP3-330O12.3
HIST3H3	RP11-216B9.3
PSEC0085	RP11-536C5.3
RP11-216B9.3	RP3-339A18.4
CHD8	YAF2
APP	DAAP-385L22.4
CIRBP	PLK1
RP11-391H12.1	RP11-391H12.1
CCT5	RP3-339A18.4
QKI	RP4-545L17.1
UBE2V2	UBXN7
ATXN1	hCG_1646491
EGFR	KRT10
APP	hCG_21296
KRAS	RP4-596C15.2
LA16c-358B7.1	TBL1X
RP11-575L7.1	RP11-575L7.1
MCM2	PSMA8
CUL3	DAZAP1
CUL3	GRSF1
EGFR	HSD40
DDX23	PRPF31
CALM1	MSTP063
HSPC057	XX-FW83563B9.1
UBC	ZNF792
CCT2	RP1-302G2.1
BCL7A	CUL3
CCT6B	RP4-811H24.2
POT1	TERT
APP	HSPC250
AC002059.7	SUMO3
Mcm2	PP1629
ANKRD17	MDM2
CUL3	OK/SW-cl.74
CEP70	PRPF31
APP	SBBI22
GS1-120K12.1	NUP88
IRS1	YWHAE
CGI-59	CSNK2A2
PVRIG	RP11-631M21.2
KAT5	RP11-57G10.3
RP11-307C12.1	RP13-122B23.2
GTF2I	PGPEP1
CALM1	Kif21a
CHD3	GK003
PKM	RP11-575L7.1
EGFR	OSBP
YWHAQ	YWHAZ
DAPK3	GPS2
